"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-05-27","2018","05","27","","23.4","","14.9","","19.2","","0.0","","1.2","","","M","","M","","M","","","","","<31",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-05-28","2018","05","28","","25.7","","17.2","","21.5","","0.0","","3.5","","","M","","M","","M","","","21","","33",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-05-29","2018","05","29","","25.8","","17.6","","21.7","","0.0","","3.7","","","M","","M","","M","","","2","","48",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-05-30","2018","05","30","","28.1","","16.0","","22.1","","0.0","","4.1","","","M","","M","","M","","","12","","50",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-05-31","2018","05","31","","24.4","","18.5","","21.5","","0.0","","3.5","","","M","","M","","M","","","14","","57",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-01","2018","06","01","","24.0","","16.5","","20.3","","0.0","","2.3","","","M","","M","","M","","","20","","37",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-02","2018","06","02","","18.8","","14.2","","16.5","","1.5","","0.0","","","M","","M","","M","","","35","","43",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-03","2018","06","03","","19.8","","14.7","","17.3","","0.7","","0.0","","","M","","M","","M","","","25","","44",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-04","2018","06","04","","17.8","","13.6","","15.7","","2.3","","0.0","","","M","","M","","M","","","21","","50",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-05","2018","06","05","","16.6","","11.7","","14.2","","3.8","","0.0","","","M","","M","","M","","","32","","57",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-06","2018","06","06","","13.4","","10.8","","12.1","","5.9","","0.0","","","M","","M","","M","","","32","","41",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-07","2018","06","07","","21.9","","12.9","","17.4","","0.6","","0.0","","","M","","M","","M","","","","","<31",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-08","2018","06","08","","21.8","","15.0","","18.4","","0.0","","0.4","","","M","","M","","M","","","","","<31",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-09","2018","06","09","","20.0","","15.5","","17.8","","0.2","","0.0","","","M","","M","","M","","","2","","41",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-10","2018","06","10","","17.6","","15.4","","16.5","","1.5","","0.0","","","M","","M","","M","","","4","","46",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-11","2018","06","11","","21.0","","15.3","","18.2","","0.0","","0.2","","","M","","M","","M","","","1","","46",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-12","2018","06","12","","23.5","","15.2","","19.4","","0.0","","1.4","","","M","","M","","M","","","13","","35",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-13","2018","06","13","","23.5","","16.8","","20.2","","0.0","","2.2","","","M","","M","","M","","","24","","63",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-14","2018","06","14","","22.7","","16.8","","19.8","","0.0","","1.8","","","M","","M","","M","","","26","","43",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-15","2018","06","15","","21.0","","15.8","","18.4","","0.0","","0.4","","","M","","M","","M","","","","","<31",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-16","2018","06","16","","24.3","","17.3","","20.8","","0.0","","2.8","","","M","","M","","M","","","","","<31",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-17","2018","06","17","","26.5","","18.5","","22.5","","0.0","","4.5","","","M","","M","","M","","","15","","41",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-18","2018","06","18","","24.5","","20.7","","22.6","","0.0","","4.6","","","M","","M","","M","","","23","","76",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-19","2018","06","19","","22.1","","17.8","","20.0","","0.0","","2.0","","","M","","M","","M","","","36","","43",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-20","2018","06","20","","20.0","","15.6","","17.8","","0.2","","0.0","","","M","","M","","M","","","34","","33",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-21","2018","06","21","","20.3","","17.3","","18.8","","0.0","","0.8","","","M","","M","","M","","","3","","57",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-22","2018","06","22","","18.6","","16.4","","17.5","","0.5","","0.0","","","M","","M","","M","","","3","","61",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-23","2018","06","23","","21.5","","17.5","","19.5","","0.0","","1.5","","","M","","M","","M","","","","","<31",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-24","2018","06","24","","20.9","","16.8","","18.9","","0.0","","0.9","","","M","","M","","M","","","36","","39",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-25","2018","06","25","","20.4","","15.9","","18.2","","0.0","","0.2","","","M","","M","","M","","","34","","33",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-26","2018","06","26","","23.4","","16.7","","20.1","","0.0","","2.1","","","M","","M","","M","","","3","","35",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-27","2018","06","27","","21.4","","19.1","","20.3","","0.0","","2.3","","","M","","M","","M","","","15","","35",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-28","2018","06","28","","22.8","","19.4","","21.1","","0.0","","3.1","","","M","","M","","M","","","19","","41",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-29","2018","06","29","","26.3","","19.7","","23.0","","0.0","","5.0","","","M","","M","","M","","","16","","33",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-06-30","2018","06","30","","27.7","","22.4","","25.1","","0.0","","7.1","","","M","","M","","M","","","15","","39",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-01","2018","07","01","","30.3","","22.5","","26.4","","0.0","","8.4","","","M","","M","","M","","","14","","35",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-02","2018","07","02","","26.2","","23.3","","24.8","","0.0","","6.8","","","M","","M","","M","","","15","","41",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-03","2018","07","03","","28.4","","22.0","","25.2","","0.0","","7.2","","","M","","M","","M","","","2","","33",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-04","2018","07","04","","29.9","","22.9","","26.4","","0.0","","8.4","","","M","","M","","M","","","","","<31",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-05","2018","07","05","","26.1","","23.8","","25.0","","0.0","","7.0","","","M","","M","","M","","","17","","48",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-06","2018","07","06","","24.6","","17.9","","21.3","","0.0","","3.3","","","M","","M","","M","","","30","","50",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-07","2018","07","07","","22.8","","18.5","","20.7","","0.0","","2.7","","","M","","M","","M","","","36","","43",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-08","2018","07","08","","25.6","","20.9","","23.3","","0.0","","5.3","","","M","","M","","M","","","16","","32",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-09","2018","07","09","","24.1","","21.7","","22.9","","0.0","","4.9","","","M","","M","","M","","","17","","33",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-10","2018","07","10","","27.7","","21.3","","24.5","","0.0","","6.5","","","","","","","M","","","34","","44",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-11","2018","07","11","","24.1","","19.8","","22.0","","0.0","","4.0","","","M","","M","","M","","","33","","39",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-12","2018","07","12","","27.4","","21.1","","24.3","","0.0","","6.3","","","M","","M","","M","","","","","<31",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-13","2018","07","13","","27.7","","22.7","","25.2","","0.0","","7.2","","","M","","M","","M","","","","","<31",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-14","2018","07","14","","26.7","","22.8","","24.8","","0.0","","6.8","","","M","","M","","M","","","27","","39",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-15","2018","07","15","","26.7","","22.7","","24.7","","0.0","","6.7","","","M","","M","","M","","","","","<31",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-16","2018","07","16","","28.3","","23.3","","25.8","","0.0","","7.8","","","","","","","M","","","11","","47",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-17","2018","07","17","","24.9","","19.4","","22.2","","0.0","","4.2","","","","","","","M","","","27","","44",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-18","2018","07","18","","22.6","","17.5","","20.0","","0.0","","2.0","","","","","","","M","","","34","","39",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-19","2018","07","19","","25.6","","18.4","","22.0","","0.0","","4.0","","","","","","","M","","","6","","34",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-20","2018","07","20","","27.6","","22.5","","25.1","","0.0","","7.1","","","","","","","M","","","13","","54",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-21","2018","07","21","","24.7","","19.0","","21.8","","0.0","","3.8","","","","","","","M","","","12","","56",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-22","2018","07","22","","23.3","","16.8","","20.1","","0.0","","2.1","","","","","","","M","","","2","","67",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-23","2018","07","23","","25.5","","22.1","","23.8","","0.0","","5.8","","","","","","","M","","","5","","32",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-24","2018","07","24","","27.5","","21.7","","24.6","","0.0","","6.6","","","","","","","M","","","13","","35",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-25","2018","07","25","","26.5","","21.6","","24.1","","0.0","","6.1","","","","","","","M","","","20","","32",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-26","2018","07","26","","24.9","","20.7","","22.8","","0.0","","4.8","","","","","","","M","","","15","","57",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-27","2018","07","27","","22.4","","19.0","","20.7","","0.0","","2.7","","","","","","","M","","","26","","51",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-28","2018","07","28","","21.8","","17.9","","19.8","","0.0","","1.8","","","","","","","M","","","21","","40",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-29","2018","07","29","","24.2","","19.9","","22.1","","0.0","","4.1","","","","","","","M","","","","","",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-30","2018","07","30","","22.7","","21.2","","21.9","","0.0","","3.9","","","","","","","M","","","","","",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-07-31","2018","07","31","","23.6","","21.3","","22.5","","0.0","","4.5","","","","","","","M","","","13","","36",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-01","2018","08","01","","23.4","","20.8","","22.1","","0.0","","4.1","","","","","","","M","","","18","","54",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-02","2018","08","02","","25.4","","21.3","","23.4","","0.0","","5.4","","","","","","","M","","","16","","34",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-03","2018","08","03","","24.7","","22.4","","23.5","","0.0","","5.5","","","","","","","M","","","","","",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-04","2018","08","04","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-05","2018","08","05","","27.0","","23.3","","25.1","","0.0","","7.1","","","","","","","M","","","17","","37",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-06","2018","08","06","","26.7","","22.7","","24.7","","0.0","","6.7","","","","","","","M","","","27","","40",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-07","2018","08","07","","24.3","","22.4","","23.3","","0.0","","5.3","","","","","","","M","","","21","","48",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-08","2018","08","08","","24.8","","20.8","","22.8","","0.0","","4.8","","","","","","","M","","","19","","56",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-09","2018","08","09","","24.3","","20.5","","22.4","","0.0","","4.4","","","","","","","M","","","20","","36",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-10","2018","08","10","","23.6","","21.0","","22.3","","0.0","","4.3","","","","","","","M","","","36","","39",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-11","2018","08","11","","25.7","","20.3","","23.0","","0.0","","5.0","","","","","","","M","","","35","","31",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-12","2018","08","12","","25.4","","21.9","","23.7","","0.0","","5.7","","","","","","","M","","","35","","32",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-13","2018","08","13","","24.4","","21.8","","23.1","","0.0","","5.1","","","","","","","M","","","35","","33",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-14","2018","08","14","","25.2","","22.0","","23.6","","0.0","","5.6","","","","","","","M","","","20","","39",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-15","2018","08","15","","25.0","","23.5","","24.2","","0.0","","6.2","","","","","","","M","","","20","","42",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-16","2018","08","16","","26.2","","23.8","","25.0","","0.0","","7.0","","","","","","","M","","","17","","51",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-17","2018","08","17","","25.0","","21.0","","23.0","","0.0","","5.0","","","","","","","M","","","17","","58",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-18","2018","08","18","","22.8","","19.6","","21.2","","0.0","","3.2","","","","","","","M","","","34","","57",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-19","2018","08","19","","23.6","","20.6","","22.1","","0.0","","4.1","","","","","","","M","","","","","",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-20","2018","08","20","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-21","2018","08","21","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-22","2018","08","22","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-23","2018","08","23","","22.6","","17.0","","19.8","","0.0","","1.8","","","","","","","M","","","21","","39",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-24","2018","08","24","","25.9","","21.0","","23.4","","0.0","","5.4","","","","","","","M","","","13","","47",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-25","2018","08","25","","24.2","","21.2","","22.7","","0.0","","4.7","","","","","","","M","","","15","","55",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-26","2018","08","26","","23.2","","21.5","","22.4","","0.0","","4.4","","","","","","","M","","","17","","49",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-27","2018","08","27","","26.6","","21.1","","23.9","","0.0","","5.9","","","","","","","M","","","25","","57",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-28","2018","08","28","","29.2","","23.9","","26.6","","0.0","","8.6","","","","","","","M","","","18","","65",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-29","2018","08","29","","27.2","","20.2","","23.7","","0.0","","5.7","","","","","","","M","","","16","","60",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-30","2018","08","30","","20.3","","18.0","","19.1","","0.0","","1.1","","","","","","","M","","","31","","38",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-08-31","2018","08","31","","24.1","","19.1","","21.6","","0.0","","3.6","","","","","","","M","","","","","",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-01","2018","09","01","","28.3","","21.8","","25.1","","0.0","","7.1","","","","","","","M","","","13","","43",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-02","2018","09","02","","26.4","","21.6","","24.0","","0.0","","6.0","","","","","","","M","","","21","","60",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-03","2018","09","03","","26.2","","20.8","","23.5","","0.0","","5.5","","","","","","","M","","","27","","58",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-04","2018","09","04","","27.3","","22.8","","25.0","","0.0","","7.0","","","","","","","M","","","","","",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-05","2018","09","05","","28.4","","25.1","","26.8","","0.0","","8.8","","","","","","","M","","","17","","46",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-06","2018","09","06","","25.4","","20.5","","22.9","","0.0","","4.9","","","","","","","M","","","35","","40",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-07","2018","09","07","","22.4","","19.3","","20.9","","0.0","","2.9","","","","","","","M","","","35","","49",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-08","2018","09","08","","20.2","","15.2","","17.7","","0.3","","0.0","","","","","","","M","","","1","","69",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-09","2018","09","09","","17.2","","14.2","","15.7","","2.3","","0.0","","","","","","","M","","","5","","71",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-10","2018","09","10","","19.6","","13.7","","16.6","","1.4","","0.0","","","","","","","M","","","4","","74",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-11","2018","09","11","","19.1","","15.1","","17.1","","0.9","","0.0","","","","","","","M","","","19","","41",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-12","2018","09","12","","22.1","","18.5","","20.3","","0.0","","2.3","","","","","","","M","","","36","","36",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-13","2018","09","13","","23.8","","19.2","","21.5","","0.0","","3.5","","","","","","","M","","","36","","34",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-14","2018","09","14","","25.2","","22.4","","23.8","","0.0","","5.8","","","","","","","M","","","","","",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-15","2018","09","15","","27.1","","22.2","","24.7","","0.0","","6.7","","","","","","","M","","","","","",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-16","2018","09","16","","25.8","","22.3","","24.0","","0.0","","6.0","","","","","","","M","","","13","","37",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-17","2018","09","17","","24.5","","21.9","","23.2","","0.0","","5.2","","","","","","","M","","","13","","32",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-18","2018","09","18","","23.8","","18.4","","21.1","","0.0","","3.1","","","","","","","M","","","27","","36",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-19","2018","09","19","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-20","2018","09","20","","24.3","","16.8","","20.6","","0.0","","2.6","","","","","","","M","","","14","","56",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-21","2018","09","21","","26.8","","15.5","","21.1","","0.0","","3.1","","","","","","","M","","","27","","78",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-22","2018","09","22","","15.6","","12.2","","13.9","","4.1","","0.0","","","","","","","M","","","29","","59",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-23","2018","09","23","","19.1","","14.5","","16.8","","1.2","","0.0","","","","","","","M","","","3","","48",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-24","2018","09","24","","20.7","","15.4","","18.0","","0.0","","0.0","","","","","","","M","","","12","","79",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-25","2018","09","25","","22.7","","17.2","","19.9","","0.0","","1.9","","","","","","","M","","","14","","77",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-26","2018","09","26","","22.4","","15.9","","19.2","","0.0","","1.2","","","","","","","M","","","16","","61",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-27","2018","09","27","","17.7","","14.5","","16.1","","1.9","","0.0","","","","","","","M","","","16","","38",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-28","2018","09","28","","19.5","","12.1","","15.8","","2.2","","0.0","","","","","","","M","","","28","","59",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-29","2018","09","29","","14.7","","11.6","","13.2","","4.8","","0.0","","","","","","","M","","","20","","38",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-09-30","2018","09","30","","17.1","","11.4","","14.2","","3.8","","0.0","","","","","","","M","","","36","","43",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-01","2018","10","01","","16.5","","12.0","","14.2","","3.8","","0.0","","","","","","","M","","","36","","54",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-02","2018","10","02","","20.7","","14.0","","17.3","","0.7","","0.0","","","","","","","M","","","32","","56",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-03","2018","10","03","","22.1","","12.9","","17.5","","0.5","","0.0","","","","","","","M","","","16","","59",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-04","2018","10","04","","23.0","","10.8","","16.9","","1.1","","0.0","","","","","","","M","","","17","","77",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-05","2018","10","05","","17.1","","11.0","","14.1","","3.9","","0.0","","","","","","","M","","","4","","54",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-06","2018","10","06","","21.8","","15.2","","18.5","","0.0","","0.5","","","","","","","M","","","13","","45",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-07","2018","10","07","","19.7","","13.5","","16.6","","1.4","","0.0","","","","","","","M","","","2","","40",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-08","2018","10","08","","23.8","","13.5","","18.7","","0.0","","0.7","","","","","","","M","","","36","","41",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-09","2018","10","09","","26.5","","20.7","","23.6","","0.0","","5.6","","","","","","","M","","","14","","42",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-10","2018","10","10","","25.1","","20.1","","22.6","","0.0","","4.6","","","","","","","M","","","15","","46",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-11","2018","10","11","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-12","2018","10","12","","9.7","","5.8","","7.8","","10.2","","0.0","","","","","","","M","","","26","","50",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-13","2018","10","13","","11.1","","5.4","","8.3","","9.7","","0.0","","","","","","","M","","","16","","54",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-14","2018","10","14","","14.2","","9.3","","11.8","","6.2","","0.0","","","","","","","M","","","17","","53",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-15","2018","10","15","","14.7","","4.9","","9.8","","8.2","","0.0","","","","","","","M","","","25","","70",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-16","2018","10","16","","13.2","","4.1","","8.6","","9.4","","0.0","","","","","","","M","","","19","","70",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-17","2018","10","17","","13.0","","4.3","","8.6","","9.4","","0.0","","","","","","","M","","","26","","77",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-18","2018","10","18","","11.8","","3.6","","7.7","","10.3","","0.0","","","","","","","M","","","21","","62",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-19","2018","10","19","","13.2","","9.7","","11.4","","6.6","","0.0","","","","","","","M","","","20","","88",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-20","2018","10","20","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-21","2018","10","21","","5.8","","2.4","","4.1","","13.9","","0.0","","","","","","","M","","","30","","61",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-22","2018","10","22","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-23","2018","10","23","","11.7","","5.7","","8.7","","9.3","","0.0","","","","","","","M","","","18","","58",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-24","2018","10","24","","6.1","","3.9","","5.0","","13.0","","0.0","","","","","","","M","","","30","","52",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-25","2018","10","25","","7.4","","3.7","","5.6","","12.4","","0.0","","","","","","","M","","","31","","36",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-26","2018","10","26","","10.5","","6.8","","8.7","","9.3","","0.0","","","","","","","M","","","7","","48",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-27","2018","10","27","","7.5","","4.7","","6.1","","11.9","","0.0","","","","","","","M","","","1","","64",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-28","2018","10","28","","8.8","","3.1","","5.9","","12.1","","0.0","","","","","","","M","","","16","","41",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-29","2018","10","29","","9.2","","5.3","","7.2","","10.8","","0.0","","","","","","","M","","","24","","47",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-30","2018","10","30","","13.3","","6.0","","9.6","","8.4","","0.0","","","","","","","M","","","15","","40",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-10-31","2018","10","31","","14.7","","9.0","","11.8","","6.2","","0.0","","","","","","","M","","","16","","61",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-11-01","2018","11","01","","9.3","","6.9","","8.1","","9.9","","0.0","","","","","","","M","","","36","","82",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-11-02","2018","11","02","","8.6","","5.2","","6.9","","11.1","","0.0","","","","","","","M","","","36","","78",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-11-03","2018","11","03","","7.0","","4.5","","5.8","","12.2","","0.0","","","","","","","M","","","24","","54",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-11-04","2018","11","04","","11.7","","5.2","","8.4","","9.6","","0.0","","","","","","","M","","","3","","57",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-11-05","2018","11","05","","14.0","","10.0","","12.0","","6.0","","0.0","","","","","","","M","","","13","","62",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-11-06","2018","11","06","","13.9","","7.5","","10.7","","7.3","","0.0","","","","","","","M","","","19","","99",""
"-80.05","42.53","LONG POINT (AUT)","6134F10","2018-11-07","2018","11","07","","10.1","","4.1","","7.1","","10.9","","0.0","","","","","","","M","","","18","","83",""
